country_code,region,service_org,category,group_id,group_label,channel_id,name,label,rx_frequency_hz,tx_frequency_hz,mode,is_primary_mode,bandwidth_khz,rx_tone,tx_tone,colour_code,timeslot,talkgroup_id,encryption,status,confidence,source_type,source_url,source_title,source_date,source_url_2,notes
GB,,UK Fire and Rescue Services,fire,gb-ukfrs-fireground,UK FRS national fireground,ch-6,UKFRS FG6,UK FRS Fireground 6 BA sector/functional,457237500,457237500,dmr,true,,,,6,1,,none,active,high,official,https://assets.grenfelltowerinquiry.org.uk/CWJ00000114_National%20Operational%20Guidance%20and%20National%20Fire%20Chiefs%20Council%20%27Fireground%20Radios%20Guidance%27.pdf,NFCC Fireground Radios Guidance (Grenfell Inquiry exhibit CWJ00000114),2020-11-09,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-emergency-services.pdf?v=322548,National simplex BA sector / functional-roles channel. NFCC standard DMR codeplug: colour code 6 timeslot 1.
GB,,UK Fire and Rescue Services,fire,gb-ukfrs-fireground,UK FRS national fireground,ch-6,UKFRS FG6,UK FRS Fireground 6 BA sector/functional,457237500,457237500,fm,false,12.5,,,,,,none,active,high,official,https://assets.grenfelltowerinquiry.org.uk/CWJ00000114_National%20Operational%20Guidance%20and%20National%20Fire%20Chiefs%20Council%20%27Fireground%20Radios%20Guidance%27.pdf,NFCC Fireground Radios Guidance (Grenfell Inquiry exhibit CWJ00000114),2020-11-09,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-emergency-services.pdf?v=322548,Analogue BA sector / functional-roles assignment. No CTCSS documented.
GB,,UK Fire and Rescue Services,fire,gb-ukfrs-fireground,UK FRS national fireground,ch-7,UKFRS FG7,UK FRS Fireground 7 Service defined,450100000,450100000,dmr,true,,,,7,1,,none,active,high,official,https://assets.grenfelltowerinquiry.org.uk/CWJ00000114_National%20Operational%20Guidance%20and%20National%20Fire%20Chiefs%20Council%20%27Fireground%20Radios%20Guidance%27.pdf,NFCC Fireground Radios Guidance (Grenfell Inquiry exhibit CWJ00000114),2020-11-09,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-emergency-services.pdf?v=322548,NFCC lists this as a Home Office-licensed additional frequency used as a service-defined channel. Local meaning of the channel is not nationally fixed.
GB,,UK Fire and Rescue Services,fire,gb-ukfrs-fireground,UK FRS national fireground,ch-7,UKFRS FG7,UK FRS Fireground 7 Service defined,450100000,450100000,fm,false,12.5,,,,,,none,active,high,official,https://assets.grenfelltowerinquiry.org.uk/CWJ00000114_National%20Operational%20Guidance%20and%20National%20Fire%20Chiefs%20Council%20%27Fireground%20Radios%20Guidance%27.pdf,NFCC Fireground Radios Guidance (Grenfell Inquiry exhibit CWJ00000114),2020-11-09,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-emergency-services.pdf?v=322548,Analogue service-defined assignment. No CTCSS documented.
GB,,UK Fire and Rescue Services,fire,gb-ukfrs-fireground,UK FRS national fireground,ch-8,UKFRS FG8,UK FRS Fireground 8 Incident defined,464100000,464100000,dmr,true,,,,8,1,,none,active,high,official,https://assets.grenfelltowerinquiry.org.uk/CWJ00000114_National%20Operational%20Guidance%20and%20National%20Fire%20Chiefs%20Council%20%27Fireground%20Radios%20Guidance%27.pdf,NFCC Fireground Radios Guidance (Grenfell Inquiry exhibit CWJ00000114),2020-11-09,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-emergency-services.pdf?v=322548,NFCC lists this as a Home Office-licensed additional frequency used as an incident-defined channel. Local meaning of the channel is not nationally fixed.
GB,,UK Fire and Rescue Services,fire,gb-ukfrs-fireground,UK FRS national fireground,ch-8,UKFRS FG8,UK FRS Fireground 8 Incident defined,464100000,464100000,fm,false,12.5,,,,,,none,active,high,official,https://assets.grenfelltowerinquiry.org.uk/CWJ00000114_National%20Operational%20Guidance%20and%20National%20Fire%20Chiefs%20Council%20%27Fireground%20Radios%20Guidance%27.pdf,NFCC Fireground Radios Guidance (Grenfell Inquiry exhibit CWJ00000114),2020-11-09,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-emergency-services.pdf?v=322548,Analogue incident-defined assignment. No CTCSS documented.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-distress,HM Coastguard marine distress & safety,ch-16,HMCG Ch16,HM Coastguard / international distress safety and calling Ch 16,156800000,156800000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.gov.uk/government/publications/mgn-324-mf-amendment-2-navigation-watchkeeping-safety-use-of-very-high-frequency-vhf-radio-and-automatic-identification-system-ais/mgn-324-mf-amendment-2,ITU Appendix 18 / GMDSS voice distress safety and calling. MCA MGN 324 Amendment 2 states Channel 16 is 156.8 MHz. Analogue FM radiotelephony; unencrypted by design. Channel 70 DSC is not recorded (not FM voice).
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-sar,HM Coastguard SAR working,ch-67,HMCG Ch67,HM Coastguard yacht safety / first-reserve SAR Ch 67,156375000,156375000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom: communication between ship aircraft and land stations in coordinated SAR and anti-pollution; also HMCG Yacht safety channel (1st reserve). MCA FOI 01497978 lists 156.375 MHz as International VHF Ch 67 licensed to the MCA.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-sar,HM Coastguard SAR working,ch-73,HMCG Ch73,HM Coastguard second-reserve SAR Ch 73,156675000,156675000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom: HMCG 2nd reserve channel for SAR. MCA FOI lists 156.675 MHz as International VHF Ch 73.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-sar,HM Coastguard SAR working,ch-10,HMCG Ch10,HM Coastguard coordinated SAR / anti-pollution Ch 10,156500000,156500000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.gov.uk/government/publications/advice-note-1033-maritime-safety-information-msi-leaflet/advice-note-1033-maritime-safety-information-msi-leaflet,Ofcom: ship/aircraft/land SAR and anti-pollution. MCA Advice Note 1033 also allows VHF Channel 10 for MSI broadcasts to reduce interference.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-sar,HM Coastguard SAR working,ch-06,HMCG Ch6,Ship-aircraft coordinated SAR Ch 6,156300000,156300000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom: communications between ship stations and aircraft stations engaged in coordinated SAR. MCA FOI lists 156.300 MHz as International VHF Ch 6.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-distress,HM Coastguard marine distress & safety,ch-13,HMCG Ch13,GMDSS navigation-safety / bridge-to-bridge Ch 13,156650000,156650000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.gov.uk/government/publications/mgn-324-mf-amendment-2-navigation-watchkeeping-safety-use-of-very-high-frequency-vhf-radio-and-automatic-identification-system-ais/mgn-324-mf-amendment-2,Ofcom lists 156.65 MHz for GMDSS ship-to-ship safety-of-navigation. MCA MGN 324 designates Channel 13 worldwide as a navigation-safety channel.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-sar,HM Coastguard SAR working,uk-156,HMCG UK156,HM Coastguard UK-coast SAR 156.0 MHz,156000000,156000000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom: HMCG SAR on the UK coast. MCA FOI lists 156.000 MHz as a UK channel (centre of a 25 kHz channel). Not paired here with 160.600 MHz because the sources list them as separate simplex assignments.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-sar,HM Coastguard SAR working,uk-1606,HMCG UK1606,HM Coastguard UK-coast SAR 160.6 MHz,160600000,160600000,fm,true,25,,,,,,none,active,high,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom: HMCG SAR on the UK coast. MCA FOI lists 160.600 MHz as a UK channel (centre of a 25 kHz channel). Not inferred as a duplex pair with 156.000 MHz.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-msi,HM Coastguard maritime safety information,ch-62,HMCG Ch62,HM Coastguard MSI / SAR working Ch 62 (coast transmit),160725000,156125000,fm,true,25,,,,,,none,active,high,foi,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom FOI 01497978: radio frequencies licensed to the Maritime and Coastguard Agency,2022-09-20,https://www.gov.uk/government/publications/advice-note-1033-maritime-safety-information-msi-leaflet/advice-note-1033-maritime-safety-information-msi-leaflet,International VHF Ch 62 duplex. rx_frequency_hz is the coast-station / base transmit leg (what a ship or monitor hears for MSI); tx_frequency_hz is the mobile transmit leg. MCA Advice Note 1033: MSI broadcast on Ch 62 63 or 64 after an announcement on Ch 16.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-msi,HM Coastguard maritime safety information,ch-63,HMCG Ch63,HM Coastguard MSI / SAR working Ch 63 (coast transmit),160775000,156175000,fm,true,25,,,,,,none,active,high,foi,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom FOI 01497978: radio frequencies licensed to the Maritime and Coastguard Agency,2022-09-20,https://www.gov.uk/government/publications/advice-note-1033-maritime-safety-information-msi-leaflet/advice-note-1033-maritime-safety-information-msi-leaflet,International VHF Ch 63 duplex. rx_frequency_hz is the coast-station transmit leg; tx_frequency_hz is the mobile transmit leg.
GB,,Maritime and Coastguard Agency,maritime,gb-hmcg-msi,HM Coastguard maritime safety information,ch-64,HMCG Ch64,HM Coastguard MSI / SAR working Ch 64 (coast transmit),160825000,156225000,fm,true,25,,,,,,none,active,high,foi,https://www.ofcom.org.uk/siteassets/resources/documents/about-ofcom/foi/2022/september/radio-frequencies-licensed-to-the-maritime-and-coastguard-agency.pdf?v=328453,Ofcom FOI 01497978: radio frequencies licensed to the Maritime and Coastguard Agency,2022-09-20,https://www.gov.uk/government/publications/advice-note-1033-maritime-safety-information-msi-leaflet/advice-note-1033-maritime-safety-information-msi-leaflet,International VHF Ch 64 duplex. rx_frequency_hz is the coast-station transmit leg; tx_frequency_hz is the mobile transmit leg.
GB,,Royal National Lifeboat Institution,sar,gb-rnli-working,RNLI launch and recovery,ch-31,RNLI Ch31,RNLI Channel 31 lifeboat to shore crew,157550000,157550000,fm,true,25,,,,,,none,active,medium,regulator,https://www.ofcom.org.uk/siteassets/resources/documents/spectrum/spectrum-information/frequency-allocation-table/fat-frequencies-distress-safety.pdf?v=322552,Ofcom: Frequencies for distress and safety search and rescue and emergencies in the UK,2022-08-19,,Ofcom auxiliary SAR table: Channel 31 used for lifeboat to shore crew communications during launch and recovery (and may be used farther out to sea). Bandwidth not explicitly stated; 25 kHz recorded because Ofcom gives a 25 kHz-raster maritime centre frequency. CTCSS not documented. RNLI crew-alerting/paging on 153.075 MHz is not recorded (not documented as FM voice).
